Namespace(init_path='UniRep/1900_weights', n_layers=1, num_iters=1000, rnn_size=1900, save_dir='1000_iters_hs1900_nl4_pt', site_loss=True)
Uniprot data had already been processed. Loading from csv
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/unirep.py:113: calling l2_normalize (from tensorflow.python.ops.nn_impl) with dim is deprecated and will be removed in a future version.
Instructions for updating:
dim is deprecated, use axis instead
2020-05-07 14:24:01.554219: E tensorflow/stream_executor/cuda/cuda_driver.cc:300] failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
2020-05-07 14:24:01.554309: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:150] kernel driver does not appear to be running on this host (n0071.mhg0): /proc/driver/nvidia/version does not exist
Size of training data: 49839, size of test data: 12460
WARNING:tensorflow:From /global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/tensorflow/python/ops/sparse_ops.py:1165: sparse_to_dense (from tensorflow.python.ops.sparse_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Create a `tf.sparse.SparseTensor` and use `tf.sparse.to_dense` instead.
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/data_utils.py:190: group_by_window (from tensorflow.contrib.data.python.ops.grouping) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.experimental.group_by_window(...)`.
START OF TRAINING FOR 1000 ITERATIONS
Iteration 0, loss 2.5929672718048096, site loss 1.0676860809326172
Iteration 393, loss 1.7174983024597168, site loss 0.019376464188098907
Iteration 394, loss 1.7369329929351807, site loss 0.0199324581772089
Iteration 395, loss 1.69248628616333, site loss 0.016208171844482422
Iteration 396, loss 1.7119057178497314, site loss 0.017175013199448586
Iteration 397, loss 1.7298250198364258, site loss 0.018847398459911346
Iteration 398, loss 2.172257423400879, site loss 0.03114902600646019
Iteration 399, loss 1.7060141563415527, site loss 0.0197739414870739
Iteration 400, loss 1.6797363758087158, site loss 0.017024647444486618
Iteration 401, loss 1.6597188711166382, site loss 0.019470028579235077
Iteration 402, loss 1.7041447162628174, site loss 0.016735469922423363
Iteration 403, loss 1.7029128074645996, site loss 0.019916173070669174
Iteration 404, loss 1.6034390926361084, site loss 0.015006366185843945
Iteration 405, loss 1.7318158149719238, site loss 0.016915805637836456
Iteration 406, loss 1.662611484527588, site loss 0.01368116308003664
Iteration 407, loss 1.684828758239746, site loss 0.01588129624724388
Iteration 408, loss 1.5253418684005737, site loss 0.014018569141626358
Iteration 409, loss 1.710247278213501, site loss 0.016971727833151817
Iteration 410, loss 1.5784012079238892, site loss 0.014854157343506813
Iteration 411, loss 1.6474859714508057, site loss 0.01650632917881012
Iteration 412, loss 1.6758869886398315, site loss 0.013854622840881348
Iteration 413, loss 1.652744174003601, site loss 0.016917649656534195
Iteration 414, loss 1.5599143505096436, site loss 0.01481698639690876
Iteration 415, loss 1.6988048553466797, site loss 0.017487749457359314
Iteration 416, loss 1.6646499633789062, site loss 0.017854854464530945
Iteration 417, loss 1.6339800357818604, site loss 0.017042050138115883
Iteration 418, loss 1.6718971729278564, site loss 0.016438839957118034
Iteration 419, loss 1.564529299736023, site loss 0.014205094426870346
Iteration 420, loss 1.5991647243499756, site loss 0.015225574374198914
Iteration 421, loss 1.5947678089141846, site loss 0.013780826702713966
Iteration 422, loss 1.671830177307129, site loss 0.015377303585410118
Iteration 423, loss 1.5999656915664673, site loss 0.014905039221048355
Iteration 424, loss 1.541363000869751, site loss 0.014183090068399906
Iteration 425, loss 1.5872611999511719, site loss 0.01570989564061165
Iteration 426, loss 1.6350789070129395, site loss 0.015751603990793228
Iteration 427, loss 1.5513267517089844, site loss 0.013760518282651901
Iteration 428, loss 1.6656396389007568, site loss 0.01674223691225052
Iteration 429, loss 1.6065902709960938, site loss 0.017850201576948166
Iteration 430, loss 1.705540657043457, site loss 0.015633882954716682
Iteration 431, loss 1.6191635131835938, site loss 0.017471294850111008
Iteration 432, loss 1.534333348274231, site loss 0.015657732263207436
Iteration 433, loss 1.5645631551742554, site loss 0.014811903238296509
Iteration 434, loss 1.6195905208587646, site loss 0.015077777206897736
Iteration 435, loss 1.5222253799438477, site loss 0.016108248382806778
Iteration 436, loss 1.6327500343322754, site loss 0.014894478023052216
Iteration 437, loss 1.554680347442627, site loss 0.0154347475618124
Iteration 438, loss 1.51361882686615, site loss 0.01507088728249073
Iteration 439, loss 1.5529141426086426, site loss 0.015221834182739258
Iteration 440, loss 1.6823577880859375, site loss 0.017015717923641205
Iteration 441, loss 1.5326199531555176, site loss 0.013628346845507622
Iteration 442, loss 1.5530003309249878, site loss 0.012802178040146828
Iteration 443, loss 1.5795862674713135, site loss 0.014419309794902802
Iteration 444, loss 1.6322575807571411, site loss 0.015239539556205273
Iteration 445, loss 1.6082916259765625, site loss 0.014300067909061909
Iteration 446, loss 1.6109187602996826, site loss 0.013345155864953995
Iteration 447, loss 1.5584418773651123, site loss 0.015097914263606071
Iteration 448, loss 1.5586178302764893, site loss 0.015393584966659546
Iteration 449, loss 1.575317621231079, site loss 0.013703517615795135
Iteration 450, loss 1.5829663276672363, site loss 0.016033442690968513
Iteration 451, loss 1.5380576848983765, site loss 0.013559069484472275
Iteration 452, loss 1.59274160861969, site loss 0.01451382040977478
Iteration 453, loss 1.5387954711914062, site loss 0.01410579215735197
Iteration 454, loss 1.6386079788208008, site loss 0.012954385951161385
Iteration 455, loss 1.6257808208465576, site loss 0.015599243342876434
Iteration 456, loss 1.5809293985366821, site loss 0.01679982990026474
Iteration 457, loss 1.588779091835022, site loss 0.012634480372071266
Iteration 458, loss 1.629140019416809, site loss 0.01593107171356678
Iteration 459, loss 1.4496852159500122, site loss 0.012173295021057129
Iteration 460, loss 1.5613369941711426, site loss 0.013772796839475632
Iteration 461, loss 1.584014892578125, site loss 0.01599261537194252
Iteration 462, loss 1.5436818599700928, site loss 0.014286593534052372
Iteration 463, loss 1.5845204591751099, site loss 0.01392335258424282
Iteration 464, loss 1.5327513217926025, site loss 0.013334045186638832
Iteration 465, loss 1.5889829397201538, site loss 0.013243784196674824
Iteration 466, loss 1.556900143623352, site loss 0.014022675342857838
Iteration 467, loss 1.57852303981781, site loss 0.011486109346151352
Iteration 468, loss 1.5275822877883911, site loss 0.013126190751791
Iteration 469, loss 1.4560344219207764, site loss 0.013717991299927235
Iteration 470, loss 1.5986416339874268, site loss 0.01724570244550705
Iteration 471, loss 1.530667781829834, site loss 0.012661430984735489
Iteration 472, loss 1.5464956760406494, site loss 0.012958399951457977
Iteration 473, loss 1.5283558368682861, site loss 0.014124397188425064
Iteration 474, loss 1.5482850074768066, site loss 0.013698206283152103
Iteration 475, loss 1.585404634475708, site loss 0.01535532996058464
Iteration 476, loss 1.5253345966339111, site loss 0.01361186895519495
Iteration 477, loss 1.5563669204711914, site loss 0.015617064200341702
Iteration 478, loss 1.4783258438110352, site loss 0.014080476015806198
Iteration 479, loss 1.511372447013855, site loss 0.01409426610916853
Iteration 480, loss 1.476640224456787, site loss 0.012479349039494991
Iteration 481, loss 1.551206111907959, site loss 0.013582483865320683
Iteration 482, loss 1.4855365753173828, site loss 0.013221788220107555
Iteration 483, loss 1.5419998168945312, site loss 0.012419227510690689
Iteration 484, loss 1.566408395767212, site loss 0.013189489021897316
Iteration 485, loss 1.558435320854187, site loss 0.014716973528265953
Iteration 486, loss 1.4957526922225952, site loss 0.012953408993780613
Iteration 487, loss 1.6226590871810913, site loss 0.013947810046374798
Iteration 488, loss 1.5208404064178467, site loss 0.013050666078925133
Iteration 489, loss 1.5237455368041992, site loss 0.013368560932576656
Iteration 490, loss 1.5483019351959229, site loss 0.014860434457659721
Iteration 491, loss 1.5934207439422607, site loss 0.01499426644295454
Iteration 492, loss 1.6303315162658691, site loss 0.016264447942376137
Iteration 493, loss 1.513427495956421, site loss 0.012698723003268242
Iteration 494, loss 1.5166795253753662, site loss 0.013071219436824322
Iteration 495, loss 1.4675076007843018, site loss 0.012791842222213745
Iteration 496, loss 1.571855068206787, site loss 0.013425114564597607
Iteration 497, loss 1.5041658878326416, site loss 0.012421633116900921
Iteration 498, loss 1.503817081451416, site loss 0.014132300391793251
Iteration 499, loss 1.5666691064834595, site loss 0.014533092267811298
Iteration 500, loss 1.5945959091186523, site loss 0.01437065564095974
Iteration 501, loss 1.5529122352600098, site loss 0.014914745464920998
Iteration 502, loss 1.527382254600525, site loss 0.014818241819739342
Iteration 503, loss 1.523226261138916, site loss 0.013380037620663643
Iteration 504, loss 1.5201096534729004, site loss 0.01336205005645752
Iteration 505, loss 1.5662269592285156, site loss 0.0158137995749712
Iteration 506, loss 1.4975371360778809, site loss 0.012558511458337307
Iteration 507, loss 1.500250220298767, site loss 0.013298201374709606
Iteration 508, loss 1.4566059112548828, site loss 0.012064505368471146
Iteration 509, loss 1.49702787399292, site loss 0.011816934682428837
Iteration 510, loss 1.5468249320983887, site loss 0.015093762427568436
Iteration 511, loss 1.5676846504211426, site loss 0.012771031819283962
Iteration 512, loss 1.5323114395141602, site loss 0.012409595772624016
Iteration 513, loss 1.5740275382995605, site loss 0.014407421462237835
Iteration 514, loss 1.4654834270477295, site loss 0.011208311654627323
Iteration 515, loss 1.5365397930145264, site loss 0.013697518967092037
Iteration 516, loss 1.500580906867981, site loss 0.01279476284980774
Iteration 517, loss 1.4789512157440186, site loss 0.01137887965887785
Iteration 518, loss 1.6431162357330322, site loss 0.013876786455512047
Iteration 519, loss 1.5342004299163818, site loss 0.011732031591236591
Iteration 520, loss 1.6214392185211182, site loss 0.014727502129971981
Iteration 521, loss 1.4383963346481323, site loss 0.011709264479577541
Iteration 522, loss 1.5396791696548462, site loss 0.010852394625544548
Iteration 523, loss 1.5631850957870483, site loss 0.014077616855502129
Iteration 524, loss 1.4083149433135986, site loss 0.010777882300317287
Iteration 525, loss 1.4395569562911987, site loss 0.011490552686154842
Iteration 526, loss 1.4970524311065674, site loss 0.010456908494234085
Iteration 527, loss 1.610320806503296, site loss 0.0144888274371624
Iteration 528, loss 2.050973653793335, site loss 0.026969294995069504
Iteration 529, loss 1.489893913269043, site loss 0.01057093683630228
Iteration 530, loss 1.613222599029541, site loss 0.012614049017429352
Iteration 531, loss 1.5534429550170898, site loss 0.011171378195285797
Iteration 532, loss 1.5878064632415771, site loss 0.016029225662350655
Iteration 533, loss 1.4710248708724976, site loss 0.01072452962398529
Iteration 534, loss 1.5689163208007812, site loss 0.013260467909276485
Iteration 535, loss 1.5535917282104492, site loss 0.013454957865178585
Iteration 536, loss 1.5054028034210205, site loss 0.010380666702985764
Iteration 537, loss 1.4546023607254028, site loss 0.012205404229462147
Iteration 538, loss 1.4930750131607056, site loss 0.012305580079555511
Iteration 539, loss 1.4833674430847168, site loss 0.010294681414961815
Iteration 540, loss 1.5431938171386719, site loss 0.01491826493293047
Iteration 541, loss 1.4663485288619995, site loss 0.012531206011772156
Iteration 542, loss 1.5593764781951904, site loss 0.014886543154716492
Iteration 543, loss 1.564610481262207, site loss 0.01095661148428917
Iteration 544, loss 1.527665615081787, site loss 0.011081874370574951
Iteration 545, loss 1.5643398761749268, site loss 0.014157060533761978
Iteration 546, loss 1.6213974952697754, site loss 0.014163060113787651
Iteration 547, loss 1.5374720096588135, site loss 0.013057250529527664
Iteration 548, loss 1.4704395532608032, site loss 0.013963286764919758
Iteration 549, loss 1.5170094966888428, site loss 0.012280160561203957
Iteration 550, loss 1.4938437938690186, site loss 0.011133546009659767
Iteration 551, loss 1.52543306350708, site loss 0.012010732665657997
Iteration 552, loss 1.5958588123321533, site loss 0.011428192257881165
Iteration 553, loss 1.5059720277786255, site loss 0.01178915984928608
Iteration 554, loss 1.5084600448608398, site loss 0.012430725619196892
Iteration 555, loss 1.5614013671875, site loss 0.012325886636972427
Iteration 556, loss 1.4819190502166748, site loss 0.011977089568972588
Iteration 557, loss 1.5797038078308105, site loss 0.0134504409506917
Iteration 558, loss 1.5185624361038208, site loss 0.011445067822933197
Iteration 559, loss 1.5240592956542969, site loss 0.013688859529793262
Iteration 560, loss 1.5138427019119263, site loss 0.01122397929430008
Iteration 561, loss 1.459789514541626, site loss 0.011213259771466255
Iteration 562, loss 1.5276358127593994, site loss 0.012339827604591846
Iteration 563, loss 1.50893235206604, site loss 0.014567200094461441
Iteration 564, loss 1.4518170356750488, site loss 0.009687012061476707
Iteration 565, loss 1.5208847522735596, site loss 0.010453084483742714
Iteration 566, loss 1.5444200038909912, site loss 0.011331995949149132
Iteration 567, loss 1.4954910278320312, site loss 0.01318817213177681
Iteration 568, loss 1.4410039186477661, site loss 0.01184301357716322
Iteration 569, loss 1.4768340587615967, site loss 0.012242123484611511
Iteration 570, loss 1.4339516162872314, site loss 0.010438818484544754
Iteration 571, loss 1.4682815074920654, site loss 0.011451777070760727
Iteration 572, loss 1.6166661977767944, site loss 0.013408319093286991
Iteration 573, loss 1.4804397821426392, site loss 0.011126717552542686
Iteration 574, loss 1.5118368864059448, site loss 0.012490751221776009
Iteration 575, loss 1.387769341468811, site loss 0.008750274777412415
Iteration 576, loss 1.4694912433624268, site loss 0.012362858280539513
Iteration 577, loss 1.5026154518127441, site loss 0.011103502474725246
Iteration 578, loss 1.4075870513916016, site loss 0.009952245280146599
Iteration 579, loss 1.5066722631454468, site loss 0.012762537226080894
Iteration 580, loss 1.5039231777191162, site loss 0.012069983407855034
Iteration 581, loss 1.4586145877838135, site loss 0.010913129895925522
Iteration 582, loss 1.5864031314849854, site loss 0.0148667823523283
Iteration 583, loss 1.5147254467010498, site loss 0.01377855148166418
Iteration 584, loss 1.5082778930664062, site loss 0.014054364524781704
Iteration 585, loss 1.3668702840805054, site loss 0.012477772310376167
Iteration 586, loss 1.617572546005249, site loss 0.015204066410660744
Iteration 587, loss 1.609200358390808, site loss 0.015688197687268257
Iteration 588, loss 1.5839025974273682, site loss 0.01487930677831173
Iteration 589, loss 1.6098685264587402, site loss 0.013745521195232868
Iteration 590, loss 1.4454138278961182, site loss 0.014535868540406227
Iteration 591, loss 1.5390737056732178, site loss 0.01587427780032158
Iteration 592, loss 1.4886701107025146, site loss 0.010972613468766212
Iteration 593, loss 1.5789976119995117, site loss 0.013000713661313057
Iteration 594, loss 1.430856704711914, site loss 0.013298993930220604
Iteration 595, loss 1.5471757650375366, site loss 0.012571482919156551
Iteration 596, loss 1.4729688167572021, site loss 0.011798443272709846
Iteration 597, loss 1.5619869232177734, site loss 0.013896401971578598
Iteration 598, loss 1.5196306705474854, site loss 0.015482808463275433
Iteration 599, loss 1.4353556632995605, site loss 0.012027168646454811
Iteration 600, loss 1.4516644477844238, site loss 0.012427957728505135
Iteration 601, loss 1.5153934955596924, site loss 0.013437449000775814
Iteration 602, loss 1.5311423540115356, site loss 0.014242468401789665
Iteration 603, loss 1.7326364517211914, site loss 0.024144992232322693
Iteration 604, loss 1.4949610233306885, site loss 0.011722862720489502
Iteration 605, loss 1.4910690784454346, site loss 0.01083904318511486
Iteration 606, loss 1.5249263048171997, site loss 0.012917635962367058
Iteration 607, loss 1.4794032573699951, site loss 0.012283973395824432
Iteration 608, loss 1.5117666721343994, site loss 0.011501490138471127
Iteration 609, loss 1.4429099559783936, site loss 0.011867941357195377
Iteration 610, loss 1.4671721458435059, site loss 0.013125763274729252
Iteration 611, loss 1.5053342580795288, site loss 0.013748925179243088
Iteration 612, loss 1.4832191467285156, site loss 0.013177495449781418
Iteration 613, loss 1.5026105642318726, site loss 0.011650847271084785
Iteration 614, loss 1.3849906921386719, site loss 0.010703053325414658
Iteration 615, loss 1.4172189235687256, site loss 0.01038576103746891
Iteration 616, loss 1.4194912910461426, site loss 0.012686758302152157
Iteration 617, loss 1.473502516746521, site loss 0.01338893547654152
Iteration 618, loss 1.4443228244781494, site loss 0.011525765061378479
Iteration 619, loss 1.4665334224700928, site loss 0.010639417916536331
Iteration 620, loss 1.5009047985076904, site loss 0.013168334029614925
Iteration 621, loss 1.4477481842041016, site loss 0.012133472599089146
Iteration 622, loss 1.421017050743103, site loss 0.012695717625319958
Iteration 623, loss 1.4914411306381226, site loss 0.011655285954475403
Iteration 624, loss 1.3645234107971191, site loss 0.010522869415581226
Iteration 625, loss 1.400038719177246, site loss 0.009222413413226604
Iteration 626, loss 1.365039587020874, site loss 0.010969136841595173
Iteration 627, loss 1.3444879055023193, site loss 0.012123850174248219
Iteration 628, loss 1.441774845123291, site loss 0.012325507588684559
Iteration 629, loss 1.4273788928985596, site loss 0.010644393041729927
Iteration 630, loss 1.3004984855651855, site loss 0.00966392271220684
Iteration 631, loss 1.4220317602157593, site loss 0.010671088472008705
Iteration 632, loss 1.533711552619934, site loss 0.01249644998461008
Iteration 633, loss 1.459895133972168, site loss 0.0129800233989954
Iteration 634, loss 1.396146535873413, site loss 0.010909954085946083
Iteration 635, loss 1.4776077270507812, site loss 0.010794186033308506
Iteration 636, loss 1.366508960723877, site loss 0.012897287495434284
Iteration 637, loss 1.4892505407333374, site loss 0.014680958352982998
Iteration 638, loss 1.505130410194397, site loss 0.01220276951789856
Iteration 639, loss 1.4990710020065308, site loss 0.012517508119344711
Iteration 640, loss 1.3907206058502197, site loss 0.010826705023646355
Iteration 641, loss 1.454023003578186, site loss 0.010863362811505795
Iteration 642, loss 1.3359291553497314, site loss 0.010271322913467884
Iteration 643, loss 1.4076447486877441, site loss 0.01318872720003128
Iteration 644, loss 1.3784373998641968, site loss 0.01089393813163042
Iteration 645, loss 1.502664566040039, site loss 0.012745125219225883
Iteration 646, loss 1.3620924949645996, site loss 0.01055192667990923
Iteration 647, loss 1.390322208404541, site loss 0.011829040944576263
Iteration 648, loss 1.3323360681533813, site loss 0.009876050986349583
Iteration 649, loss 1.2966512441635132, site loss 0.00992382038384676
Iteration 650, loss 1.3371989727020264, site loss 0.009069947525858879
Iteration 651, loss 1.3286404609680176, site loss 0.011886036023497581
Iteration 652, loss 1.3629430532455444, site loss 0.008889209479093552
Iteration 653, loss 1.372118592262268, site loss 0.01114281639456749
Iteration 654, loss 1.396583080291748, site loss 0.010879553854465485
Iteration 655, loss 1.4595425128936768, site loss 0.011671405285596848
Iteration 656, loss 1.3224725723266602, site loss 0.010380281135439873
Iteration 657, loss 1.388307809829712, site loss 0.01031755656003952
Iteration 658, loss 1.4318428039550781, site loss 0.012233487330377102
Iteration 659, loss 1.3203803300857544, site loss 0.010576512664556503
Iteration 660, loss 1.370463252067566, site loss 0.010969426482915878
Iteration 661, loss 1.4983899593353271, site loss 0.012168152257800102
Iteration 662, loss 1.368729829788208, site loss 0.008788179606199265
Iteration 663, loss 1.3911781311035156, site loss 0.011361408047378063
Iteration 664, loss 1.390561819076538, site loss 0.011530487798154354
Iteration 665, loss 1.3547093868255615, site loss 0.010074082762002945
Iteration 666, loss 1.3544433116912842, site loss 0.009301758371293545
Iteration 667, loss 1.4387221336364746, site loss 0.011221285909414291
Iteration 668, loss 1.453904151916504, site loss 0.011128684505820274
Iteration 669, loss 1.5119068622589111, site loss 0.011630190536379814
Iteration 670, loss 1.271444320678711, site loss 0.007539997808635235
Iteration 671, loss 1.3259029388427734, site loss 0.010540129616856575
Iteration 672, loss 1.4293053150177002, site loss 0.009079962968826294
Iteration 673, loss 1.362278699874878, site loss 0.00993201695382595
Iteration 674, loss 1.4929826259613037, site loss 0.013636711984872818
Iteration 675, loss 1.4704936742782593, site loss 0.011815061792731285
Iteration 676, loss 1.3773744106292725, site loss 0.010666187852621078
Iteration 677, loss 1.383314847946167, site loss 0.011523742228746414
Iteration 678, loss 1.469087839126587, site loss 0.01258087158203125
Iteration 679, loss 1.3749816417694092, site loss 0.010431785136461258
Iteration 680, loss 1.430341124534607, site loss 0.010011754930019379
Iteration 681, loss 1.3701035976409912, site loss 0.009799649938941002
Iteration 682, loss 1.3130145072937012, site loss 0.008720380254089832
Iteration 683, loss 1.3057732582092285, site loss 0.010812412947416306
Iteration 684, loss 1.3668997287750244, site loss 0.010621529072523117
Iteration 685, loss 1.2801507711410522, site loss 0.00828290730714798
Iteration 686, loss 1.3297348022460938, site loss 0.010271227918565273
Iteration 687, loss 1.4426448345184326, site loss 0.013471949845552444
Iteration 688, loss 1.3524279594421387, site loss 0.009146486409008503
Iteration 689, loss 1.2708377838134766, site loss 0.008999830111861229
Iteration 690, loss 1.370274305343628, site loss 0.009183107875287533
Iteration 691, loss 1.3311200141906738, site loss 0.009790308773517609
Iteration 692, loss 1.4384621381759644, site loss 0.01225198246538639
Iteration 693, loss 1.4477877616882324, site loss 0.010134408250451088
Iteration 694, loss 1.4311723709106445, site loss 0.010063054040074348
Iteration 695, loss 1.3563213348388672, site loss 0.011465964838862419
Iteration 696, loss 1.4337979555130005, site loss 0.011935750022530556
Iteration 697, loss 1.306368350982666, site loss 0.010225861333310604
Iteration 698, loss 1.4460453987121582, site loss 0.010713573545217514
Iteration 699, loss 1.350950837135315, site loss 0.010136264376342297
Iteration 700, loss 1.3310985565185547, site loss 0.00942993350327015
Iteration 701, loss 1.31939697265625, site loss 0.009833134710788727
Iteration 702, loss 1.4488575458526611, site loss 0.010198920033872128
Iteration 703, loss 1.379172921180725, site loss 0.009744472801685333
Iteration 704, loss 1.4022458791732788, site loss 0.010952007956802845
Iteration 705, loss 1.3752024173736572, site loss 0.012179483659565449
Iteration 706, loss 1.3658559322357178, site loss 0.010385210625827312
Iteration 707, loss 1.346393346786499, site loss 0.009546713903546333
Iteration 708, loss 1.454606533050537, site loss 0.010615695267915726
Iteration 709, loss 1.487618088722229, site loss 0.012370627373456955
Iteration 710, loss 1.3040673732757568, site loss 0.007802014239132404
Iteration 711, loss 1.3725643157958984, site loss 0.009256443940103054
Iteration 712, loss 1.2634650468826294, site loss 0.008534330874681473
Iteration 713, loss 1.447094440460205, site loss 0.011505055241286755
Iteration 714, loss 1.3792243003845215, site loss 0.010577268898487091
Iteration 715, loss 1.3619959354400635, site loss 0.008855592459440231
Iteration 716, loss 1.396672010421753, site loss 0.009113788604736328
Iteration 717, loss 1.3872641324996948, site loss 0.008377470076084137
Iteration 718, loss 1.4071884155273438, site loss 0.008955582976341248
Iteration 719, loss 1.3363431692123413, site loss 0.010539274662733078
Iteration 720, loss 1.3609240055084229, site loss 0.011739225126802921
Iteration 721, loss 1.4426822662353516, site loss 0.011756514199078083
Iteration 722, loss 1.3923317193984985, site loss 0.008731241337954998
Iteration 723, loss 1.3806989192962646, site loss 0.009913649410009384
Iteration 724, loss 1.3716342449188232, site loss 0.010587209835648537
Iteration 725, loss 1.4220889806747437, site loss 0.011216709390282631
Iteration 726, loss 1.3397777080535889, site loss 0.008696887642145157
Iteration 727, loss 1.3306267261505127, site loss 0.009288011118769646
Iteration 728, loss 1.3031572103500366, site loss 0.010184340178966522
Iteration 729, loss 1.3945262432098389, site loss 0.010920235887169838
Iteration 730, loss 1.7291269302368164, site loss 0.0215580053627491
Iteration 731, loss 1.4719874858856201, site loss 0.012316163629293442
Iteration 732, loss 1.3431391716003418, site loss 0.008221251890063286
Iteration 733, loss 1.405141830444336, site loss 0.008852713741362095
Iteration 734, loss 1.3342127799987793, site loss 0.009434058330953121
Iteration 735, loss 1.4167003631591797, site loss 0.011369390413165092
Iteration 736, loss 1.4286515712738037, site loss 0.008724192157387733
Iteration 737, loss 1.346021056175232, site loss 0.00828712061047554
Iteration 738, loss 1.4650819301605225, site loss 0.010438023135066032
Iteration 739, loss 1.4104111194610596, site loss 0.010352272540330887
Iteration 740, loss 1.4837610721588135, site loss 0.009860510006546974
Iteration 741, loss 1.3334143161773682, site loss 0.011013215407729149
Iteration 742, loss 1.4772889614105225, site loss 0.010624872520565987
Iteration 743, loss 1.4084398746490479, site loss 0.012044009752571583
Iteration 744, loss 1.4798941612243652, site loss 0.012692149728536606
Iteration 745, loss 1.3386390209197998, site loss 0.008733045309782028
Iteration 746, loss 1.3725619316101074, site loss 0.0106786098331213
Iteration 747, loss 1.4093058109283447, site loss 0.01100714597851038
Iteration 748, loss 1.418421745300293, site loss 0.009092377498745918
Iteration 749, loss 1.452726125717163, site loss 0.00988508015871048
Iteration 750, loss 1.391749620437622, site loss 0.01249382458627224
Iteration 751, loss 1.4713804721832275, site loss 0.01018388383090496
Iteration 752, loss 1.3293049335479736, site loss 0.009109577164053917
Iteration 753, loss 1.3097548484802246, site loss 0.008690796792507172
Iteration 754, loss 1.3532390594482422, site loss 0.008893158286809921
Iteration 755, loss 1.3625130653381348, site loss 0.010078676044940948
Iteration 756, loss 1.3527458906173706, site loss 0.008469557389616966
Iteration 757, loss 1.513113021850586, site loss 0.011259586550295353
Iteration 758, loss 1.391305685043335, site loss 0.008230751380324364
Iteration 759, loss 1.3566489219665527, site loss 0.009158655069768429
Iteration 760, loss 1.410813570022583, site loss 0.00956285186111927
Iteration 761, loss 1.4194118976593018, site loss 0.009902944788336754
Iteration 762, loss 1.3494131565093994, site loss 0.008898017928004265
Iteration 763, loss 1.3583542108535767, site loss 0.0094688655808568
Iteration 764, loss 1.3914008140563965, site loss 0.009462995454668999
Iteration 765, loss 1.3226358890533447, site loss 0.008099241182208061
Iteration 766, loss 1.3816009759902954, site loss 0.009193909354507923
Iteration 767, loss 1.4613901376724243, site loss 0.012633307836949825
Iteration 768, loss 1.3443377017974854, site loss 0.008647693321108818
Iteration 769, loss 1.3156473636627197, site loss 0.010140440426766872
Iteration 770, loss 1.4110875129699707, site loss 0.009591719135642052
Iteration 771, loss 1.3806581497192383, site loss 0.009389654733240604
Iteration 772, loss 1.3445672988891602, site loss 0.010046450421214104
Iteration 773, loss 1.2812066078186035, site loss 0.008157429285347462
Iteration 774, loss 1.5054106712341309, site loss 0.0119650699198246
Iteration 775, loss 1.3494441509246826, site loss 0.010460469871759415
Iteration 776, loss 1.368470311164856, site loss 0.010642649605870247
Iteration 777, loss 1.433954119682312, site loss 0.010959584265947342
Iteration 778, loss 1.4561493396759033, site loss 0.01309521496295929
Iteration 779, loss 1.3717703819274902, site loss 0.011829201132059097
Iteration 780, loss 1.3906834125518799, site loss 0.011664912104606628
Iteration 781, loss 1.388987421989441, site loss 0.010961821302771568
Iteration 782, loss 1.4311470985412598, site loss 0.011724505573511124
Iteration 783, loss 1.4789263010025024, site loss 0.012714346870779991
Iteration 784, loss 1.5377616882324219, site loss 0.01201418787240982
Iteration 785, loss 1.3671343326568604, site loss 0.010116285644471645
Iteration 786, loss 1.4194552898406982, site loss 0.012979760766029358
Iteration 787, loss 1.474527359008789, site loss 0.012009300291538239
Iteration 788, loss 1.4692212343215942, site loss 0.013003664091229439
Iteration 789, loss 1.4031716585159302, site loss 0.011298657394945621
Iteration 790, loss 1.3957247734069824, site loss 0.010391924530267715
Iteration 791, loss 1.3864569664001465, site loss 0.010554242879152298
Iteration 792, loss 1.3186416625976562, site loss 0.010012466460466385
Iteration 793, loss 1.3112561702728271, site loss 0.01089412346482277
Iteration 794, loss 1.3855233192443848, site loss 0.010528389364480972
Iteration 795, loss 1.3802331686019897, site loss 0.011090944521129131
Iteration 796, loss 1.3720500469207764, site loss 0.010781079530715942
Iteration 797, loss 1.283603310585022, site loss 0.0085210632532835
Iteration 798, loss 1.2851321697235107, site loss 0.009112372994422913
Iteration 799, loss 1.3527412414550781, site loss 0.011752751655876637
Iteration 800, loss 1.3792310953140259, site loss 0.010848917067050934
Iteration 801, loss 1.360710859298706, site loss 0.010008784011006355
Iteration 802, loss 1.4694451093673706, site loss 0.013135917484760284
Iteration 803, loss 1.281538724899292, site loss 0.008445244282484055
Iteration 804, loss 1.3506567478179932, site loss 0.012364450842142105
Iteration 805, loss 1.354832410812378, site loss 0.0108729787170887
Iteration 806, loss 1.5857418775558472, site loss 0.02008272334933281
Iteration 807, loss 1.3674602508544922, site loss 0.010110714472830296
