Namespace(init_path='UniRep/1900_weights', n_layers=1, num_iters=1000, rnn_size=1900, save_dir='1000_iters_hs1900_nl4_pt_nosite', site_loss=True)
Uniprot data had already been processed. Loading from csv
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/unirep.py:113: calling l2_normalize (from tensorflow.python.ops.nn_impl) with dim is deprecated and will be removed in a future version.
Instructions for updating:
dim is deprecated, use axis instead
2020-05-07 14:26:44.388025: E tensorflow/stream_executor/cuda/cuda_driver.cc:300] failed call to cuInit: CUDA_ERROR_NO_DEVICE: no CUDA-capable device is detected
2020-05-07 14:26:44.388100: I tensorflow/stream_executor/cuda/cuda_diagnostics.cc:150] kernel driver does not appear to be running on this host (n0071.mhg0): /proc/driver/nvidia/version does not exist
Size of training data: 49839, size of test data: 12460
WARNING:tensorflow:From /global/software/sl-7.x86_64/modules/apps/ml/tensorflow/1.12.0-py36/lib/python3.6/site-packages/tensorflow/python/ops/sparse_ops.py:1165: sparse_to_dense (from tensorflow.python.ops.sparse_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Create a `tf.sparse.SparseTensor` and use `tf.sparse.to_dense` instead.
WARNING:tensorflow:From /clusterfs/mhg/sprasad/CTA/geometries/UniRep_finetune_forest/UniRep/data_utils.py:190: group_by_window (from tensorflow.contrib.data.python.ops.grouping) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.experimental.group_by_window(...)`.
START OF TRAINING FOR 1000 ITERATIONS
Iteration 0, loss 2.6234827041625977, site loss 0.9441781044006348
Iteration 392, loss 1.63974928855896, site loss 0.015790682286024094
Iteration 393, loss 1.5958714485168457, site loss 0.014661322347819805
Iteration 394, loss 1.7356419563293457, site loss 0.016991417855024338
Iteration 395, loss 1.664595603942871, site loss 0.01611894741654396
Iteration 396, loss 1.691158413887024, site loss 0.017406443133950233
Iteration 397, loss 1.7021230459213257, site loss 0.01528872363269329
Iteration 398, loss 1.5946755409240723, site loss 0.014103665947914124
Iteration 399, loss 1.625458002090454, site loss 0.016323495656251907
Iteration 400, loss 2.1106467247009277, site loss 0.031217627227306366
Iteration 401, loss 1.5847456455230713, site loss 0.015004567801952362
Iteration 402, loss 1.6464537382125854, site loss 0.016862666234374046
Iteration 403, loss 1.6695377826690674, site loss 0.01653442159295082
Iteration 404, loss 1.64231538772583, site loss 0.014994814991950989
Iteration 405, loss 1.6317307949066162, site loss 0.014917460270226002
Iteration 406, loss 1.6545929908752441, site loss 0.015593897551298141
Iteration 407, loss 1.6525352001190186, site loss 0.016471438109874725
Iteration 408, loss 1.616384506225586, site loss 0.015156349167227745
Iteration 409, loss 1.6363286972045898, site loss 0.015072834677994251
Iteration 410, loss 1.6118582487106323, site loss 0.015073946677148342
Iteration 411, loss 1.605467677116394, site loss 0.016624815762043
Iteration 412, loss 1.65658700466156, site loss 0.014141783118247986
Iteration 413, loss 1.6265332698822021, site loss 0.014151202514767647
Iteration 414, loss 1.5971665382385254, site loss 0.01638350635766983
Iteration 415, loss 1.536137580871582, site loss 0.012238407507538795
Iteration 416, loss 1.6834759712219238, site loss 0.01556318812072277
Iteration 417, loss 1.552520513534546, site loss 0.017069116234779358
Iteration 418, loss 1.678560733795166, site loss 0.01746012270450592
Iteration 419, loss 1.6525506973266602, site loss 0.014920460060238838
Iteration 420, loss 1.6049922704696655, site loss 0.015101372264325619
Iteration 421, loss 1.5728273391723633, site loss 0.015562765300273895
Iteration 422, loss 1.5757055282592773, site loss 0.01523529551923275
Iteration 423, loss 1.621255874633789, site loss 0.016742849722504616
Iteration 424, loss 1.6954078674316406, site loss 0.017952710390090942
Iteration 425, loss 1.620244026184082, site loss 0.014287134632468224
Iteration 426, loss 1.5842255353927612, site loss 0.01420636661350727
Iteration 427, loss 1.5704452991485596, site loss 0.013716867193579674
Iteration 428, loss 1.642613172531128, site loss 0.016021648421883583
Iteration 429, loss 1.5612702369689941, site loss 0.015231712721288204
Iteration 430, loss 1.5969703197479248, site loss 0.015660451725125313
Iteration 431, loss 1.559814691543579, site loss 0.015151714906096458
Iteration 432, loss 1.572420597076416, site loss 0.014339083805680275
Iteration 433, loss 1.5024915933609009, site loss 0.012436467222869396
Iteration 434, loss 1.5201126337051392, site loss 0.01259267795830965
Iteration 435, loss 1.6444231271743774, site loss 0.01654857024550438
Iteration 436, loss 1.5795749425888062, site loss 0.013680785894393921
Iteration 437, loss 1.5805277824401855, site loss 0.01376485824584961
Iteration 438, loss 1.5765669345855713, site loss 0.013370676897466183
Iteration 439, loss 1.598112940788269, site loss 0.01418222300708294
Iteration 440, loss 1.632893681526184, site loss 0.013264160603284836
Iteration 441, loss 1.6591423749923706, site loss 0.01826595328748226
Iteration 442, loss 1.5538713932037354, site loss 0.013523139990866184
Iteration 443, loss 1.6024775505065918, site loss 0.015695547685027122
Iteration 444, loss 1.5329372882843018, site loss 0.01337362639605999
Iteration 445, loss 1.5087532997131348, site loss 0.01465882733464241
Iteration 446, loss 1.613097906112671, site loss 0.015928620472550392
Iteration 447, loss 1.518216848373413, site loss 0.016323884949088097
Iteration 448, loss 1.5038747787475586, site loss 0.013875512406229973
Iteration 449, loss 1.470226526260376, site loss 0.011347511783242226
Iteration 450, loss 1.5845921039581299, site loss 0.013563502579927444
Iteration 451, loss 1.5160821676254272, site loss 0.01395316980779171
Iteration 452, loss 1.561658501625061, site loss 0.014173381961882114
Iteration 453, loss 1.5469270944595337, site loss 0.014100324362516403
Iteration 454, loss 1.4879975318908691, site loss 0.012651345692574978
Iteration 455, loss 1.5389196872711182, site loss 0.01653650775551796
Iteration 456, loss 1.5078277587890625, site loss 0.01218031533062458
Iteration 457, loss 1.509292721748352, site loss 0.01187562569975853
Iteration 458, loss 1.4256916046142578, site loss 0.010954968631267548
Iteration 459, loss 1.6513711214065552, site loss 0.012982401996850967
Iteration 460, loss 1.4699296951293945, site loss 0.010738471522927284
Iteration 461, loss 1.4787899255752563, site loss 0.011914493516087532
Iteration 462, loss 1.4700305461883545, site loss 0.013148786500096321
Iteration 463, loss 1.5333280563354492, site loss 0.01522701233625412
Iteration 464, loss 1.5824449062347412, site loss 0.013471913523972034
Iteration 465, loss 1.5348451137542725, site loss 0.0148480124771595
Iteration 466, loss 1.5740457773208618, site loss 0.014683494344353676
Iteration 467, loss 1.5205168724060059, site loss 0.012378064915537834
Iteration 468, loss 1.5264482498168945, site loss 0.012737066484987736
Iteration 469, loss 1.4738194942474365, site loss 0.015541131608188152
Iteration 470, loss 1.4200187921524048, site loss 0.011447027325630188
Iteration 471, loss 1.5017271041870117, site loss 0.010937870480120182
Iteration 472, loss 1.4659771919250488, site loss 0.011032290756702423
Iteration 473, loss 1.6245307922363281, site loss 0.013169982470571995
Iteration 474, loss 1.5627894401550293, site loss 0.013345954939723015
Iteration 475, loss 1.470712423324585, site loss 0.012714224867522717
Iteration 476, loss 1.4624524116516113, site loss 0.012500688433647156
Iteration 477, loss 1.5131551027297974, site loss 0.01285509578883648
Iteration 478, loss 1.4578993320465088, site loss 0.010417432524263859
Iteration 479, loss 1.5342870950698853, site loss 0.012220988050103188
Iteration 480, loss 1.5417108535766602, site loss 0.013228626921772957
Iteration 481, loss 1.4539926052093506, site loss 0.013879540376365185
Iteration 482, loss 1.573158621788025, site loss 0.01724383980035782
Iteration 483, loss 1.5264036655426025, site loss 0.013782615773379803
Iteration 484, loss 1.6347575187683105, site loss 0.013753503561019897
Iteration 485, loss 1.4081470966339111, site loss 0.010076410137116909
Iteration 486, loss 1.5131171941757202, site loss 0.012952208518981934
Iteration 487, loss 1.5143723487854004, site loss 0.012575825676321983
Iteration 488, loss 1.5231685638427734, site loss 0.01315433531999588
Iteration 489, loss 1.4808995723724365, site loss 0.013247751630842686
Iteration 490, loss 1.3880116939544678, site loss 0.009943035431206226
Iteration 491, loss 1.5523968935012817, site loss 0.012655554339289665
Iteration 492, loss 1.544135332107544, site loss 0.01498014573007822
Iteration 493, loss 1.4135258197784424, site loss 0.011933458037674427
Iteration 494, loss 1.5874062776565552, site loss 0.012893332168459892
Iteration 495, loss 1.5272444486618042, site loss 0.01131881307810545
Iteration 496, loss 1.5520268678665161, site loss 0.01265028864145279
Iteration 497, loss 1.525539517402649, site loss 0.013089848682284355
Iteration 498, loss 1.4888889789581299, site loss 0.012373523786664009
Iteration 499, loss 1.4678316116333008, site loss 0.013598434627056122
Iteration 500, loss 1.448601484298706, site loss 0.011087251827120781
Iteration 501, loss 1.4969146251678467, site loss 0.011702232994139194
Iteration 502, loss 1.530099630355835, site loss 0.013543291948735714
Iteration 503, loss 1.5409297943115234, site loss 0.012594850733876228
Iteration 504, loss 1.5642038583755493, site loss 0.015704989433288574
Iteration 505, loss 1.5199801921844482, site loss 0.012881873175501823
Iteration 506, loss 1.449970006942749, site loss 0.011943747289478779
Iteration 507, loss 1.570688009262085, site loss 0.012838538736104965
Iteration 508, loss 1.5419869422912598, site loss 0.01101887971162796
Iteration 509, loss 1.511919617652893, site loss 0.011432245373725891
Iteration 510, loss 1.5059468746185303, site loss 0.012838779017329216
Iteration 511, loss 1.5217949151992798, site loss 0.011337481439113617
Iteration 512, loss 1.4641180038452148, site loss 0.012430768460035324
Iteration 513, loss 1.5156738758087158, site loss 0.016139056533575058
Iteration 514, loss 1.4661221504211426, site loss 0.012132803909480572
Iteration 515, loss 1.5373274087905884, site loss 0.011568953283131123
Iteration 516, loss 1.4094024896621704, site loss 0.011452323757112026
Iteration 517, loss 1.4670342206954956, site loss 0.012894849292933941
Iteration 518, loss 1.4951039552688599, site loss 0.011621678248047829
Iteration 519, loss 1.5254786014556885, site loss 0.012529154308140278
Iteration 520, loss 1.5084691047668457, site loss 0.010955962352454662
Iteration 521, loss 1.5008327960968018, site loss 0.012549908831715584
Iteration 522, loss 1.4958562850952148, site loss 0.011669999919831753
Iteration 523, loss 1.4777348041534424, site loss 0.011532003991305828
Iteration 524, loss 1.5465550422668457, site loss 0.012364467605948448
Iteration 525, loss 2.0477848052978516, site loss 0.028652667999267578
Iteration 526, loss 1.4844672679901123, site loss 0.010666172951459885
Iteration 527, loss 1.4794574975967407, site loss 0.013208456337451935
Iteration 528, loss 1.6431519985198975, site loss 0.013109955936670303
Iteration 529, loss 1.4957773685455322, site loss 0.012646113522350788
Iteration 530, loss 1.5699436664581299, site loss 0.010934999212622643
Iteration 531, loss 1.5532013177871704, site loss 0.014881646260619164
Iteration 532, loss 1.5715723037719727, site loss 0.012135202996432781
Iteration 533, loss 1.6441386938095093, site loss 0.014832359738647938
Iteration 534, loss 1.5189976692199707, site loss 0.013753384351730347
Iteration 535, loss 1.5163719654083252, site loss 0.01135803759098053
Iteration 536, loss 1.5817511081695557, site loss 0.012525000609457493
Iteration 537, loss 1.5448286533355713, site loss 0.011653773486614227
Iteration 538, loss 1.561262607574463, site loss 0.011052077636122704
Iteration 539, loss 1.4123789072036743, site loss 0.01157151535153389
Iteration 540, loss 1.5311529636383057, site loss 0.011117976158857346
Iteration 541, loss 1.6238394975662231, site loss 0.012462601996958256
Iteration 542, loss 1.4391263723373413, site loss 0.010457994416356087
Iteration 543, loss 1.5426406860351562, site loss 0.012365623377263546
Iteration 544, loss 1.4966109991073608, site loss 0.011226627975702286
Iteration 545, loss 1.5437504053115845, site loss 0.01241566613316536
Iteration 546, loss 1.5346190929412842, site loss 0.012177689000964165
Iteration 547, loss 1.5287871360778809, site loss 0.010816243477165699
Iteration 548, loss 1.4295179843902588, site loss 0.010490719228982925
Iteration 549, loss 1.5421159267425537, site loss 0.011019629426300526
Iteration 550, loss 1.5197782516479492, site loss 0.010980493389070034
Iteration 551, loss 1.5428740978240967, site loss 0.010569607838988304
Iteration 552, loss 1.4647279977798462, site loss 0.012393053621053696
Iteration 553, loss 1.5684411525726318, site loss 0.010019620880484581
Iteration 554, loss 1.5030608177185059, site loss 0.011053724214434624
Iteration 555, loss 1.4933981895446777, site loss 0.010893722996115685
Iteration 556, loss 1.5150032043457031, site loss 0.011267215944826603
Iteration 557, loss 1.5247673988342285, site loss 0.010659356601536274
Iteration 558, loss 1.5745340585708618, site loss 0.0132701825350523
Iteration 559, loss 1.413495659828186, site loss 0.009404590353369713
Iteration 560, loss 1.5193367004394531, site loss 0.010893548838794231
Iteration 561, loss 1.4830734729766846, site loss 0.011064196936786175
Iteration 562, loss 1.4119709730148315, site loss 0.010569807142019272
Iteration 563, loss 1.4438947439193726, site loss 0.009807473048567772
Iteration 564, loss 1.458115577697754, site loss 0.013087663799524307
Iteration 565, loss 1.5268553495407104, site loss 0.010694518685340881
Iteration 566, loss 1.3537929058074951, site loss 0.009596940129995346
Iteration 567, loss 1.5078771114349365, site loss 0.009749293327331543
Iteration 568, loss 1.5004289150238037, site loss 0.011624395847320557
Iteration 569, loss 1.4416639804840088, site loss 0.010262010619044304
Iteration 570, loss 1.5199227333068848, site loss 0.011402580887079239
Iteration 571, loss 1.4784512519836426, site loss 0.01014430820941925
Iteration 572, loss 1.4888936281204224, site loss 0.01188129372894764
Iteration 573, loss 1.4110827445983887, site loss 0.010558763518929482
Iteration 574, loss 1.5205793380737305, site loss 0.013989020138978958
Iteration 575, loss 1.4773941040039062, site loss 0.011941944248974323
Iteration 576, loss 1.5138251781463623, site loss 0.012570168823003769
Iteration 577, loss 1.415919303894043, site loss 0.009861404076218605
Iteration 578, loss 1.4637901782989502, site loss 0.01244920864701271
Iteration 579, loss 1.4822251796722412, site loss 0.010450182482600212
Iteration 580, loss 1.4716284275054932, site loss 0.01097910851240158
Iteration 581, loss 1.3714284896850586, site loss 0.009451238438487053
Iteration 582, loss 1.48746919631958, site loss 0.012615380808711052
Iteration 583, loss 1.6092191934585571, site loss 0.014322726987302303
Iteration 584, loss 1.5542881488800049, site loss 0.01285046897828579
Iteration 585, loss 1.5157182216644287, site loss 0.01346860732883215
Iteration 586, loss 1.5762122869491577, site loss 0.01393546536564827
Iteration 587, loss 1.5479536056518555, site loss 0.013372313231229782
Iteration 588, loss 1.522839069366455, site loss 0.012523121200501919
Iteration 589, loss 1.4564670324325562, site loss 0.010487769730389118
Iteration 590, loss 1.5172958374023438, site loss 0.013127432204782963
Iteration 591, loss 1.5973531007766724, site loss 0.010820319876074791
Iteration 592, loss 1.489320158958435, site loss 0.011216042563319206
Iteration 593, loss 1.5769271850585938, site loss 0.013842269778251648
Iteration 594, loss 1.4953703880310059, site loss 0.012971759773790836
Iteration 595, loss 1.4679160118103027, site loss 0.011740405112504959
Iteration 596, loss 1.4899272918701172, site loss 0.011406711302697659
Iteration 597, loss 1.4098057746887207, site loss 0.011425529606640339
Iteration 598, loss 1.4156298637390137, site loss 0.011465721763670444
Iteration 599, loss 1.4488434791564941, site loss 0.011123647913336754
Iteration 600, loss 1.4634695053100586, site loss 0.010980113409459591
Iteration 601, loss 1.4758117198944092, site loss 0.01191268116235733
Iteration 602, loss 1.7483233213424683, site loss 0.021083222702145576
Iteration 603, loss 1.4806675910949707, site loss 0.013427793979644775
Iteration 604, loss 1.4471142292022705, site loss 0.010647337883710861
Iteration 605, loss 1.4264687299728394, site loss 0.012001944705843925
Iteration 606, loss 1.4612667560577393, site loss 0.01138744130730629
Iteration 607, loss 1.466370701789856, site loss 0.011363329365849495
Iteration 608, loss 1.4277855157852173, site loss 0.010837153531610966
Iteration 609, loss 1.4557420015335083, site loss 0.012266063131392002
Iteration 610, loss 1.4865695238113403, site loss 0.010467705316841602
Iteration 611, loss 1.4132119417190552, site loss 0.010222900658845901
Iteration 612, loss 1.5064537525177002, site loss 0.011455144733190536
Iteration 613, loss 1.4205515384674072, site loss 0.011323986575007439
Iteration 614, loss 1.484072208404541, site loss 0.012221811339259148
Iteration 615, loss 1.4016042947769165, site loss 0.00886374618858099
Iteration 616, loss 1.4421348571777344, site loss 0.01324000395834446
Iteration 617, loss 1.459341049194336, site loss 0.013118654489517212
Iteration 618, loss 1.3835195302963257, site loss 0.00980570912361145
Iteration 619, loss 1.4179997444152832, site loss 0.010924302041530609
Iteration 620, loss 1.3662487268447876, site loss 0.010469740256667137
Iteration 621, loss 1.2860994338989258, site loss 0.008094074204564095
Iteration 622, loss 1.475611686706543, site loss 0.012845324352383614
Iteration 623, loss 1.3877549171447754, site loss 0.011340776458382607
Iteration 624, loss 1.3792476654052734, site loss 0.011421537026762962
Iteration 625, loss 1.3561487197875977, site loss 0.011312218382954597
Iteration 626, loss 1.4294743537902832, site loss 0.010781541466712952
Iteration 627, loss 1.376072883605957, site loss 0.011693311855196953
Iteration 628, loss 1.3524057865142822, site loss 0.009465884417295456
Iteration 629, loss 1.3535411357879639, site loss 0.011738497763872147
Iteration 630, loss 1.410467267036438, site loss 0.009492715820670128
Iteration 631, loss 1.4924719333648682, site loss 0.012451127171516418
Iteration 632, loss 1.476318120956421, site loss 0.011113797314465046
Iteration 633, loss 1.3498674631118774, site loss 0.009513760916888714
Iteration 634, loss 1.430752158164978, site loss 0.013917875476181507
Iteration 635, loss 1.4780075550079346, site loss 0.012825176119804382
Iteration 636, loss 1.3933324813842773, site loss 0.011691642925143242
Iteration 637, loss 1.386476755142212, site loss 0.010015007108449936
Iteration 638, loss 1.3529424667358398, site loss 0.010093929246068
Iteration 639, loss 1.2893787622451782, site loss 0.009530860930681229
Iteration 640, loss 1.3466298580169678, site loss 0.008041530847549438
Iteration 641, loss 1.4107509851455688, site loss 0.010583609342575073
Iteration 642, loss 1.2906384468078613, site loss 0.010511210188269615
Iteration 643, loss 1.4113184213638306, site loss 0.011628814041614532
Iteration 644, loss 1.3966078758239746, site loss 0.012922883033752441
Iteration 645, loss 1.4056906700134277, site loss 0.011722929775714874
Iteration 646, loss 1.4232752323150635, site loss 0.010427603498101234
Iteration 647, loss 1.3459588289260864, site loss 0.008979639038443565
Iteration 648, loss 1.430601716041565, site loss 0.011724786832928658
Iteration 649, loss 1.4194831848144531, site loss 0.012335465289652348
Iteration 650, loss 1.3012356758117676, site loss 0.008056792430579662
Iteration 651, loss 1.4154514074325562, site loss 0.009932558983564377
Iteration 652, loss 1.3708837032318115, site loss 0.008633643388748169
Iteration 653, loss 1.328811526298523, site loss 0.010059483349323273
Iteration 654, loss 1.358865737915039, site loss 0.011580219492316246
Iteration 655, loss 1.3774480819702148, site loss 0.012218987569212914
Iteration 656, loss 1.3433353900909424, site loss 0.009143698960542679
Iteration 657, loss 1.3308857679367065, site loss 0.00961911678314209
Iteration 658, loss 1.3228050470352173, site loss 0.009308629669249058
Iteration 659, loss 1.3518197536468506, site loss 0.008831793442368507
Iteration 660, loss 1.2861483097076416, site loss 0.00919165089726448
Iteration 661, loss 1.3735260963439941, site loss 0.011098196730017662
Iteration 662, loss 1.2439610958099365, site loss 0.008976692333817482
Iteration 663, loss 1.4076836109161377, site loss 0.01117565855383873
Iteration 664, loss 1.3694357872009277, site loss 0.009649250656366348
Iteration 665, loss 1.3391350507736206, site loss 0.011506917886435986
Iteration 666, loss 1.3536763191223145, site loss 0.011197330430150032
Iteration 667, loss 1.423750638961792, site loss 0.012897247448563576
Iteration 668, loss 1.447704553604126, site loss 0.010739753022789955
Iteration 669, loss 1.3928816318511963, site loss 0.010013988241553307
Iteration 670, loss 1.3282866477966309, site loss 0.01053203921765089
Iteration 671, loss 1.3440991640090942, site loss 0.009587626904249191
Iteration 672, loss 1.3729987144470215, site loss 0.010819757357239723
Iteration 673, loss 1.4089994430541992, site loss 0.009902412071824074
Iteration 674, loss 1.3976770639419556, site loss 0.01332854013890028
Iteration 675, loss 1.3282110691070557, site loss 0.007604673504829407
Iteration 676, loss 1.3932132720947266, site loss 0.009667926467955112
Iteration 677, loss 1.3924560546875, site loss 0.00977577269077301
Iteration 678, loss 1.3215970993041992, site loss 0.009435029700398445
Iteration 679, loss 1.3141387701034546, site loss 0.00975547730922699
Iteration 680, loss 1.2763307094573975, site loss 0.0076065873727202415
Iteration 681, loss 1.297175407409668, site loss 0.009296494536101818
Iteration 682, loss 1.3792660236358643, site loss 0.011944063007831573
Iteration 683, loss 1.356985330581665, site loss 0.012175315991044044
Iteration 684, loss 1.3831853866577148, site loss 0.009690322913229465
Iteration 685, loss 1.3550034761428833, site loss 0.00946944858878851
Iteration 686, loss 1.377840518951416, site loss 0.01090207789093256
Iteration 687, loss 1.332964301109314, site loss 0.01048306468874216
Iteration 688, loss 1.4100589752197266, site loss 0.01056861411780119
Iteration 689, loss 1.3834306001663208, site loss 0.008888227865099907
Iteration 690, loss 1.3696843385696411, site loss 0.011446932330727577
Iteration 691, loss 1.425376296043396, site loss 0.009938566945493221
Iteration 692, loss 1.3718593120574951, site loss 0.012476734817028046
Iteration 693, loss 1.5203994512557983, site loss 0.01051525492221117
Iteration 694, loss 1.322513222694397, site loss 0.010133355855941772
Iteration 695, loss 1.3129138946533203, site loss 0.008571602404117584
Iteration 696, loss 1.3382863998413086, site loss 0.00874386914074421
Iteration 697, loss 1.3906546831130981, site loss 0.010300112888216972
Iteration 698, loss 1.3267022371292114, site loss 0.010454872623085976
Iteration 699, loss 1.2957849502563477, site loss 0.0084056556224823
Iteration 700, loss 1.3619273900985718, site loss 0.010937342420220375
Iteration 701, loss 1.3219506740570068, site loss 0.0086694760248065
Iteration 702, loss 1.3829389810562134, site loss 0.009125368669629097
Iteration 703, loss 1.2826316356658936, site loss 0.009928053244948387
Iteration 704, loss 1.373094916343689, site loss 0.009020563215017319
Iteration 705, loss 1.3644976615905762, site loss 0.009720638394355774
Iteration 706, loss 1.301597237586975, site loss 0.008799988776445389
Iteration 707, loss 1.3280861377716064, site loss 0.009683223441243172
Iteration 708, loss 1.302895188331604, site loss 0.007990076206624508
Iteration 709, loss 1.2920308113098145, site loss 0.009903369471430779
Iteration 710, loss 1.302774429321289, site loss 0.006885955110192299
Iteration 711, loss 1.355645775794983, site loss 0.009502042084932327
Iteration 712, loss 1.389340877532959, site loss 0.008839583024382591
Iteration 713, loss 1.4542484283447266, site loss 0.011721998453140259
Iteration 714, loss 1.2736257314682007, site loss 0.0069903102703392506
Iteration 715, loss 1.4094724655151367, site loss 0.009750843048095703
Iteration 716, loss 1.3908181190490723, site loss 0.010017824359238148
Iteration 717, loss 1.37361741065979, site loss 0.009230007417500019
Iteration 718, loss 1.340656042098999, site loss 0.00821907538920641
Iteration 719, loss 1.3158270120620728, site loss 0.00874270685017109
Iteration 720, loss 1.4536372423171997, site loss 0.009736081585288048
Iteration 721, loss 1.3403575420379639, site loss 0.009800413623452187
Iteration 722, loss 1.3015272617340088, site loss 0.0070130531676113605
Iteration 723, loss 1.245365858078003, site loss 0.007149631157517433
Iteration 724, loss 1.342479944229126, site loss 0.00856709387153387
Iteration 725, loss 1.2686078548431396, site loss 0.00824009720236063
Iteration 726, loss 1.4047249555587769, site loss 0.009899070486426353
Iteration 727, loss 1.2470464706420898, site loss 0.006726922933012247
Iteration 728, loss 1.3582236766815186, site loss 0.009001722559332848
Iteration 729, loss 1.3516007661819458, site loss 0.009034791961312294
Iteration 730, loss 1.3017351627349854, site loss 0.00887927133589983
Iteration 731, loss 1.3776676654815674, site loss 0.008674397133290768
Iteration 732, loss 1.4420008659362793, site loss 0.010225672274827957
Iteration 733, loss 1.7701897621154785, site loss 0.02050555869936943
Iteration 734, loss 1.2697862386703491, site loss 0.008207698352634907
Iteration 735, loss 1.3557639122009277, site loss 0.009462707675993443
Iteration 736, loss 1.386722445487976, site loss 0.010689248330891132
Iteration 737, loss 1.3770205974578857, site loss 0.008077492006123066
Iteration 738, loss 1.365774393081665, site loss 0.007872129790484905
Iteration 739, loss 1.42559814453125, site loss 0.009957659989595413
Iteration 740, loss 1.417783260345459, site loss 0.007298130542039871
Iteration 741, loss 1.3519707918167114, site loss 0.010081796906888485
Iteration 742, loss 1.3082830905914307, site loss 0.009702111594378948
Iteration 743, loss 1.3164880275726318, site loss 0.009897889569401741
Iteration 744, loss 1.3955161571502686, site loss 0.008281512185931206
Iteration 745, loss 1.3897182941436768, site loss 0.00866615679115057
Iteration 746, loss 1.4144200086593628, site loss 0.009328034706413746
Iteration 747, loss 1.4261305332183838, site loss 0.008666737005114555
Iteration 748, loss 1.2983168363571167, site loss 0.00867820717394352
Iteration 749, loss 1.4189318418502808, site loss 0.009649574756622314
Iteration 750, loss 1.404781699180603, site loss 0.008732091635465622
Iteration 751, loss 1.3050068616867065, site loss 0.008300526067614555
Iteration 752, loss 1.3442264795303345, site loss 0.009966496378183365
Iteration 753, loss 1.342513084411621, site loss 0.009313596412539482
Iteration 754, loss 1.358224630355835, site loss 0.00845971517264843
Iteration 755, loss 1.3299860954284668, site loss 0.008636374026536942
Iteration 756, loss 1.4093517065048218, site loss 0.009371865540742874
Iteration 757, loss 1.3806921243667603, site loss 0.008253514766693115
Iteration 758, loss 1.326539397239685, site loss 0.008942343294620514
Iteration 759, loss 1.3501280546188354, site loss 0.0118296192958951
Iteration 760, loss 1.353156566619873, site loss 0.008745554834604263
Iteration 761, loss 1.419482946395874, site loss 0.00782635435461998
Iteration 762, loss 1.320544958114624, site loss 0.008235123008489609
Iteration 763, loss 1.3327288627624512, site loss 0.009234191849827766
Iteration 764, loss 1.403120756149292, site loss 0.009739539586007595
Iteration 765, loss 1.369776725769043, site loss 0.009873881936073303
Iteration 766, loss 1.3327597379684448, site loss 0.007697572931647301
Iteration 767, loss 1.2873542308807373, site loss 0.0072612641379237175
Iteration 768, loss 1.3321895599365234, site loss 0.009459157474339008
Iteration 769, loss 1.4246361255645752, site loss 0.011662580072879791
Iteration 770, loss 1.3356212377548218, site loss 0.009289713576436043
Iteration 771, loss 1.3893914222717285, site loss 0.009305472485721111
Iteration 772, loss 1.281909465789795, site loss 0.008477024734020233
Iteration 773, loss 1.3243331909179688, site loss 0.008009003475308418
Iteration 774, loss 1.465734839439392, site loss 0.011684466153383255
Iteration 775, loss 1.3326046466827393, site loss 0.008845075964927673
Iteration 776, loss 1.3729790449142456, site loss 0.009428141638636589
Iteration 777, loss 1.4493515491485596, site loss 0.011744817718863487
Iteration 778, loss 1.4431989192962646, site loss 0.009176301769912243
Iteration 779, loss 1.365199089050293, site loss 0.011201074346899986
Iteration 780, loss 1.4085288047790527, site loss 0.011267684400081635
Iteration 781, loss 1.423789620399475, site loss 0.011165954172611237
Iteration 782, loss 1.3908636569976807, site loss 0.009703490883111954
Iteration 783, loss 1.3725430965423584, site loss 0.010693265125155449
Iteration 784, loss 1.3707120418548584, site loss 0.009173614904284477
Iteration 785, loss 1.379777431488037, site loss 0.010789502412080765
Iteration 786, loss 1.343064546585083, site loss 0.01170838437974453
Iteration 787, loss 1.3070077896118164, site loss 0.010875290259718895
Iteration 788, loss 1.3585960865020752, site loss 0.010367771610617638
Iteration 789, loss 1.439410924911499, site loss 0.012451048009097576
Iteration 790, loss 1.3075652122497559, site loss 0.009611949324607849
Iteration 791, loss 1.356816291809082, site loss 0.010304881259799004
Iteration 792, loss 1.3116027116775513, site loss 0.010157229378819466
Iteration 793, loss 1.245705485343933, site loss 0.008660680614411831
Iteration 794, loss 1.2674891948699951, site loss 0.010250578634440899
Iteration 795, loss 1.3158572912216187, site loss 0.008302254602313042
Iteration 796, loss 1.3722805976867676, site loss 0.010297739878296852
Iteration 797, loss 1.2761995792388916, site loss 0.008706171996891499
Iteration 798, loss 1.3230633735656738, site loss 0.009611808694899082
Iteration 799, loss 1.356040358543396, site loss 0.00980333425104618
Iteration 800, loss 1.3532359600067139, site loss 0.010488715022802353
Iteration 801, loss 1.3240809440612793, site loss 0.008488249033689499
Iteration 802, loss 1.2724212408065796, site loss 0.008623062632977962
Iteration 803, loss 1.4510743618011475, site loss 0.00992096308618784
Iteration 804, loss 1.2896852493286133, site loss 0.008208821527659893
Iteration 805, loss 1.4806098937988281, site loss 0.016413306817412376
Iteration 806, loss 1.3715051412582397, site loss 0.011506623588502407
